"lat","lon","objectid","base","perimeter","area"
39.6334303612,-75.6070696877,3685,"NG River Road Training Site",2.33556003,0.29793851
43.1442443568,-115.652542493,4039,"NG Edgemeade TS Mtn Home",2.18142403,0.23233542
35.2643197322,-97.480057288,4521,"NG Norman CSMS",1.28003708,0.0637749
43.0858827247,-72.4513120197,4607,"NG Westminster Training Site",1.39748781,0.07495596
34.9312156533,-85.0590610783,4783,"NG VTS Catoosa",9.74430427,2.54628306
36.0180985881,-86.5036120259,4784,"NG VTS Smyrna",7.24220938,1.33363901
37.0337681833,-113.547140891,4924,"NG Saint George/FMS 5B",1.45217811,0.10754967
32.8253936819,-115.668153219,5435,"NAF El Centro",11.84536412,4.18521119
30.3562317642,-81.8711131789,5498,"OLF Whitehouse",26.36286576,7.75551929
28.5841677574,-81.1967624389,5583,"Naval Support Activity Orlando",1.23958402,0.06458218
38.3398584637,-77.0325546791,5899,"NSA South Potomac",8.65673826,4.17467402
47.9545695614,-97.3916932722,6023,"Grand Forks AFB",17.0289211,8.25769962
38.0259039103,-122.16702561,6203,"Ozol Defense Fuel Support Point",2.4318231,0.08125435
40.0203299941,-77.7018175626,3,"Letterkenny Army Depot",26.41286105,28.0193493
37.4975893419,-103.918064485,44,"Pinon Canyon",102.49385552,367.9802549
31.2857344505,-86.12984115,76,"Skelly Stagefield AL",2.34611504,0.23301706
21.3619820362,-157.889639813,158,"Tripler Army Medical Center",3.46900298,0.55980472
35.0231361057,-77.2587195143,1116,"Oak Grove",6.5167107,1.48466017
36.9168246358,-76.161868495,1325,"JNTEXPBASE Little Creek FS VA",12.891425,3.29211424
36.8459831027,-76.3077533755,1348,"NAVMEDCEN Portsmouth VA",2.15587215,0.17186836
39.0019657147,-77.090338965,1415,"NAVSUPPACT Bethesda MD",2.43801872,0.37872829
34.9977382052,-106.481957879,1839,"Kirtland",53.75878941,78.48517719
38.3255053712,-121.923584762,2489,"Travis Annex  2",2.46116805,0.32424531
29.6910786143,-98.561663659,2950,"Camp Bullis Training Annex",35.11808797,43.72598199
46.8337009674,-92.1588343868,3054,"NG Duluth NG Armory",0.40576643,0.01075931
33.9136159677,-84.5290173714,3705,"NG General Lucius D Clay National Guard Center",2.15730372,0.16453405
39.3556342155,-82.9509547956,4189,"NG Camp Sherman Joint Training Center",4.50221057,0.71215141
44.9117374881,-122.99982156,4195,"NG McNary Field Salem AASF",2.26390817,0.1240287
38.893477547,-81.829845717,4513,"NG Jackson County AFRC",5.26408832,0.56327436
39.53266265,-76.1041166001,5211,"NG Havre De Grace Military Res",1.81023721,0.11864852
39.1711271565,-118.636032149,5489,"Target B-19",30.38021256,45.43320157
34.1629044874,-119.208411478,5680,"Port Hueneme",7.8691653,2.51523258
30.2190944719,-81.6862419066,5907,"NAS Jacksonville FL",13.57472445,5.21917596
28.0974161603,-98.7283712572,5916,"Dixie Target Range",18.01684274,12.22104075
28.4788213467,-80.5711268805,5968,"Cape Canaveral Air Force Station",53.79458258,25.58864129
38.3364781719,-76.4713794751,6000,"Solomons Island MD",4.87294032,0.43342503
34.3261504449,-92.0867021569,6154,"Pine Bluff Arsenal",25.39129729,20.19862344
36.5255506694,-82.6442165413,6171,"Holston AAP",34.72159265,9.60264689
47.2162520667,-119.310549756,94,"Grant Training Annex",2.56714919,0.0553791
41.3614873711,-74.0248942546,272,"West Point Military Reservation",37.18808259,24.77684534
39.0329014118,-76.9604679336,569,"US Army Adelphi Laboratory Center",3.52680484,0.32145105
39.0334336403,-77.0417682376,643,"Fort Detrick Glen Haven Annex",0.876507,0.0305621
64.5447194846,-147.708445641,876,"Fort Wainwright",211.70187097,1034.02242143
34.621693842,-77.4992450772,1126,"MCB Camp Lejeune (West Site)",137.46730185,106.61984892
21.4453917613,-157.751594777,1240,"MCB Hawaii (Kaneohe Bay)",13.49084082,4.76390576
36.7885299152,-75.9653974721,1292,"Dam Neck",13.56827918,2.97338015
36.6942700107,-76.1329722649,1335,"ALF Fentress Chesapke",13.32224036,4.04743655
38.9749001795,-77.192328114,1414,"NSWC Carderock",3.02871036,0.28440109
47.5661084246,-122.545637948,1512,"Manchester",3.09644878,0.49707358
33.858772816,-118.235754982,1794,"Los Angeles Air Force Annex No4",0.31869193,0.00634495
44.1579766168,-103.094346705,1819,"Ellsworth AFB",11.10121803,6.19323949
43.5568774906,-116.222478963,2778,"Boise Air Terminal",6.10816747,0.9191414
43.1027478687,-76.1033314086,2813,"Hancock Field",3.69960181,0.42186999
32.3048358496,-86.4015268137,2850,"Montgomery Regional Airport ANGB",1.88042428,0.09895828
33.4258330523,-112.011682902,2886,"Sky Harbor IAP",1.42847234,0.09408599
40.0037812107,-74.523842926,2918,"Dix",54.00688149,48.42194574
39.8478937488,-89.6677190978,2936,"Capital Airport",1.8553527,0.14707993
43.2971106582,-116.059842836,3170,"NG Orchard Mates Boise",4.51784953,0.33898085
44.0257924999,-121.128279438,3182,"NG Bend Cotef",1.92589058,0.24647883
35.885569159,-88.6648080701,3357,"NG VTS Milan",20.6102512,3.89062931
33.0987644874,-111.356808928,3769,"NG Florence Military Reservation",24.73403119,9.83201905
41.7941540406,-80.0478951,4342,"NG Cambridge Springs",2.19027247,0.16570191
43.928022567,-90.269506769,5073,"NG Camp Williams Tomah MTA",2.63637616,0.17787205
27.634308153,-97.3138397664,5464,"ALF Waldron",10.967386,1.32579425
24.5749669839,-81.69039869,5512,"NAS Key West FL",62.75683769,6.12365514
32.9177764497,-106.133624679,5978,"Holloman AFB",53.65912605,79.56915038
47.9773954717,-116.561529071,6009,"Bayview Idaho",1.48647503,0.04081989
38.8787064404,-77.0789885906,2,"Fort Myer",4.68079801,0.42035691
41.492587342,-74.0943357501,257,"Stewart Annex",0.54336624,0.01577849
41.4243572171,-88.1425840657,410,"Joliet USARC/JTA",11.83918838,5.58295189
31.9935650057,-81.6167723365,653,"Fort Stewart",103.55554568,436.71862465
30.3837530139,-87.4141104616,1461,"OLF Bronson",5.88567119,1.57085256
30.5417021232,-88.9718210942,1462,"Woolmarket (De Soto)",8.04069854,3.85768895
42.4583211521,-71.2772680295,1671,"Hanscom AFB",6.41800403,1.21215943
35.3943672204,-97.3971588174,1698,"Tinker Aerospace Complex",3.46725513,0.63548128
38.7602885783,-104.301342147,2498,"USAF Academy Auxiliary Airfield",6.72971098,0.30681337
32.8751277796,-79.9700778332,2553,"Joint Base Charleston North Yard",1.06825756,0.03300759
35.216336113,-80.9298620418,2783,"Charlotte/Douglas IAP",1.92858881,0.16333019
39.8233702226,-89.6708742707,3731,"NG Springfield (TS Cp Lincoln)",2.46815507,0.2562384
31.6129210957,-98.9077016689,4877,"NG Camp Bowie - Musgrave (Fed)",11.19145897,6.03023797
33.7990840775,-95.5602893853,4880,"NG Camp Maxey",22.80959661,10.32054302
40.427366421,-112.018173908,4917,"NG MTA-L Camp Williams",34.06452565,37.68674035
37.4941399873,-77.3126601203,4992,"NG AASF Byrd Field",1.63505101,0.14217784
21.2628048817,-157.804556826,5113,"NG Ft Ruger",4.54397973,0.49936256
32.6848793364,-117.119468049,5653,"Dryside",4.73740202,0.50683241
32.6720920869,-117.113270451,5663,"National City",0.73978875,0.02220507
36.5973431503,-121.873405389,5710,"NAVSUPPACT Monterey CA",1.886148,0.20787741
38.3019872977,-77.0421948817,5759,"Pumpkin Neck",9.10789486,2.5481702
33.9189436972,-118.381099896,6031,"Los Angeles AFB",1.26877697,0.09079747
40.2274955202,-76.9864595933,6066,"NAVSUPPACT Mechanicsburg PA",6.03099999,1.23362549
58.6913501355,-156.662974128,6215,"King Salmon Airport",3.60386773,0.57246344
39.3641697603,-94.9182512152,53,"Fort Leavenworth",15.80601106,8.91071797
31.3346732622,-92.5403418877,60,"England Authority",6.03853789,0.59628627
21.5302283589,-158.206472387,149,"Makua Mil Reserve",12.17198674,6.65575787
38.421819049,-77.0922516528,559,"Blossom Point Research Facility",6.95251054,2.47410056
32.7401689479,-117.197685657,1146,"MCRD San Diego",4.14799628,0.66565193
32.4982754369,-114.083222822,1155,"Barry Goldwater Range",162.28575468,1082.62380838
36.8036988938,-76.295425493,1286,"NNSY South Gate",1.50066793,0.14386155
42.2096141173,-87.8061179586,1526,"Fort Sheridan",10.64368854,0.22329262
42.3134486946,-87.837631497,1527,"Naval Station Great Lakes IL",4.31223234,0.82607028
27.4989619255,-97.8128477123,1552,"NAS Kingsville TX",20.88058479,6.22223808
32.1608016672,-110.848722373,2528,"Davis Monthan AFB",24.07198502,16.49827831
47.6186626303,-117.648384327,2550,"Fairchild AFB",14.39328688,6.61378044
33.6025364855,-81.0785389952,2558,"North Air Force Auxiliary Field",12.85026608,3.507752
34.6637724659,-99.2745536786,2568,"Altus AFB",14.6589949,6.39362365
34.1387961484,-119.111103634,2782,"Channel Islands ANG Station",2.69661038,0.32236853
32.131404054,-110.949250831,2894,"Tucson IAP",1.76995688,0.14661982
42.1693653615,-72.7179961808,2929,"Barnes Map (ANG)",1.96591611,0.17294544
29.3803737409,-98.5860052814,2953,"Kelly Field Annex",11.04816092,3.3418365
32.558920284,-93.3940534723,3243,"NG Camp Minden Training Site",23.49265426,23.44438486
31.6398553673,-98.9354829808,3679,"NG Camp Bowie (State)",14.55608093,7.94648759
34.2243340362,-84.113051593,3932,"NG Cumming",0.56614173,0.02044719
37.2776632835,-87.2010420465,5206,"NG WH Ford Regional Tng Ctr",56.82636697,17.56594333
39.8842893913,-118.362806519,5490,"Target B-20",31.23794144,64.2574269
24.5789198946,-81.7967315291,5517,"Fleming Key Magazine",4.6746964,0.46775883
24.5465408051,-81.8046496008,5526,"Truman Annex",2.29095564,0.15867621
38.8488448496,-76.9366921526,5592,"NMIC Suitland",1.02296522,0.06409388
32.6737007771,-116.443716929,5597,"Camp Michael Monsoor",17.73352767,5.29707288
40.6783887021,-112.073304281,5721,"NAVPMOSSP Magna Utah",4.89750324,0.82999865
21.3205176793,-158.057471732,5896,"Kalaeloa",21.17704217,1.37444143
47.6974412235,-122.621247466,6180,"Keyport NUWC",3.00972306,0.47731311
34.6822588176,-98.4834145201,91,"Fort Sill",72.88549435,146.44607284
32.3999496616,-84.8006217989,575,"Fort Benning GA",91.3953849,264.41170662
33.4337413314,-94.3556715243,635,"Red River Army Depot",21.66517594,23.31161452
30.4110996281,-86.4989034217,955,"Destin Moreno Point",0.60143192,0.01995549
30.4013274303,-81.5250231825,1096,"MCSF Blount Island (FL)",5.37139127,1.42281536
40.5814831188,-73.8816296342,1201,"Brooklyn NY",1.82389359,0.14775903
36.5590985515,-76.2674854841,1280,"Northwest Chesapeake VA",10.78732087,5.72972729
38.8240416139,-77.0233529625,1413,"Naval Research Lab",2.8926428,0.21170459
30.4001829676,-81.6274334623,1532,"FLC Fuel Depot Heckscher",3.36317933,0.25929821
32.7964731631,-88.8318661019,1564,"OLF Bravo",11.64139593,2.23160698
30.6317649852,-86.7409720552,1666,"Eglin Air Force Auxiliary Field 6",6.30215526,1.33629277
37.1322038995,-76.5886922923,1721,"Fort Eustis",27.5111714,12.28342762
40.4935734315,-80.2110502515,2507,"Pittsburgh IAP (ARS)",1.93084436,0.21399477
37.8202969363,-94.2914729598,3342,"NG MTA Camp Clark Nevada",5.73416917,1.96980447
45.0948962078,-93.161098097,3395,"NG Arden Hills Army Training Site",8.07315006,2.34352354
30.5619554651,-87.809337776,5556,"NOLF Silverhill",5.2584411,0.63128234
32.9001520087,-118.485233843,5603,"San Clemente IS NALF",56.74950756,56.38476691
33.7420222138,-118.233407436,5736,"Long Beach Fuel Complex",0.83959503,0.01730453
33.9748590703,-80.4704194269,6164,"Shaw AFB",16.52208168,5.2533509
31.4151605009,-85.4634025079,69,"Goldberg Stagefield AL",1.74920071,0.1611586
21.4754122511,-158.035536784,176,"Wheeler Army Airfield",8.3033019,2.15499542
35.8738381813,-88.7061284354,672,"Milan AAP",32.4607757,34.89137292
34.7104639208,-84.1658763605,1010,"Camp Frank D Merrill",142.24916988,538.79293712
39.5492530381,-78.8457345414,1422,"Allegany Ballistics Lab",9.06818726,2.37061099
47.7027134391,-117.577508532,2545,"White Bluff",1.79215737,0.12879417
32.64061507,-113.055868336,2601,"The Barry M Goldwater Air Force Range",227.56861509,1640.94082567
30.5230982285,-90.412182537,3528,"NG Hammond Airport",2.06225862,0.15859909
33.7944394521,-82.2777706272,3538,"NG MTA Clarks Hill Reservation",13.51804618,1.35364902
44.065667942,-122.977783398,3776,"NG Lane County AFRC FMS 5",0.98447716,0.03507817
44.3965120263,-70.9365409929,4216,"NG Bog Brook Training Site",5.18572211,0.32564175
33.7730532491,-118.301027333,5393,"San Pedro Fuel Depot",3.64191759,0.52573713
32.9489566811,-115.750656601,5457,"Target 101 Shade Tree",30.40928408,30.0504707
37.3063972082,-116.198549994,6125,"Nellis Air Force Range",489.09331858,4513.48391165
40.209029472,-120.129103152,108,"Sierra Army Depot",29.86914818,46.7340317
37.6989542636,-84.2174546163,570,"Blue Grass Army Depot",20.43117434,22.7775644
35.1362367404,-79.143965339,583,"Fort Bragg",119.03178563,242.02159856
60.1333143544,-149.433125482,877,"Seward Recreation Area",0.58001148,0.01811696
33.3588858097,-117.283210767,1143,"Fallbrook California",16.7435591,13.90140875
41.3995458505,-72.0861454073,1345,"NAVSUBASE New London CT",6.63136239,0.95716958
48.0532351447,-122.726218709,1497,"CNI NAVMAG Indian Island",14.00959272,4.6283563
27.6521821531,-81.3476629744,1770,"Arbuckle Airfield",9.01432689,2.75252299
35.7144803327,-75.8785604539,1789,"Dare County Range",38.0059666,72.85184075
34.2860722856,-103.77946735,2466,"Melrose Air Force Range",49.68520507,91.70461905
39.5001625435,-119.775127354,2861,"Reno Tahoe IAP",1.31415086,0.09400832
39.766575372,-94.9019988102,2866,"Rosecrans MAP (139AG)",1.70570787,0.139619
29.4600614664,-98.4165527202,2947,"Medical Center Annex",2.72631071,0.30593066
46.8295477141,-100.719944017,3111,"NG Bismarck RJB Complex",2.34698038,0.1309335
31.3977339391,-92.2972827063,3368,"NG Esler Field",9.28964789,3.3394484
32.2871055099,-86.3951588099,3509,"NG RW Shepherd Hope Hull",2.13542644,0.10807432
32.4058257333,-86.2593591085,3692,"NG SMD",1.24305785,0.10444374
42.5446993001,-71.0726606178,3938,"NG MTA Camp Curtis Guil",7.30536322,1.09810373
33.571050216,-86.7501493506,4041,"NG AASF02 Birmingham",0.75405387,0.03481815
43.2778096245,-71.1222205603,4099,"NG Training Site",2.31373291,0.16360676
32.276155346,-106.935192899,4402,"NG Las Cruces",2.17655116,0.14605195
40.8373288455,-96.7549863317,4569,"NG Lincoln AASF/Readiness Center",1.41407174,0.10204771
35.0265158472,-97.2305536823,4627,"NG Lexington AASF No 1",4.03129299,0.47358548
22.0626375204,-159.794099033,5365,"CNIC PMRF Barking Sands HI",23.93613131,13.83269188
21.3635799432,-157.960293901,5406,"Ford Island",4.07759376,0.69618895
30.4250122837,-86.8928585763,5553,"NOLF Holley",4.76609279,1.08474269
38.2810281573,-76.4210830732,5564,"Naval Air Station Patuxent River",33.53586982,9.70071567
38.5844840562,-77.1833880777,5758,"NSF Indian Head",15.98140022,3.17933201
40.2968248498,-112.342992649,6002,"Tooele Army Depot South",22.22066259,30.5748078
